Oceanospirillum spp
Odontites sp
Odontites spp
Odontites vernus
Odyssea mucronata
Odyssea sp
Odyssea spp
Paspalum sp
Paspalum spp
Paspalum vaginatum
Peganum harmala
Peganum sp
Peganum spp
Phragmites australis
Phragmites sp
Phragmites spp
Plantago maritima
Plantago sp
Plantago spp
Reaumuria sp
Reaumuria spp
Reaumuria vermiculata
Rhizophora mangle
Rhizophora sp
Rhizophora spp
Salicornia bigelovii
Salicornia dolichostachya
Salicornia europaea
Salicornia perennans
Salicornia perennis
Salicornia rubra
Salicornia sp
Salicornia spp
Salicornia utahensis
Salinibacter ruber
Salinibacter sp
Salinibacter spp
Salinicoccus roseus
Salinicoccus sp
Salinicoccus spp
Salinimonas chungwhensis
Salinimonas sp
Salinimonas spp
Salinisphaera shabanensis
Salinisphaera sp
Salinisphaera spp
Salinivibrio sp
Salinivibrio spp
Salinivibrio spp.
Salsola kali
Salsola soda
Salsola sp
Salsola spp
Salsola tragus
Samolus repens
Samolus sp
Samolus spp
Sarcocornia perennis
Sarcocornia quinqueflora
Sarcocornia sp
Sarcocornia spp
Scirpus maritimus
Scirpus sp
Scirpus spp
Sesbania sesban
Sesbania sp
Sesbania spp
Sesuvium portulacastrum
Sesuvium sp
Sesuvium spp
Spartina alterniflora
Spartina cynosuroides
Spartina patens
Spartina sp
Spartina spp
Sporobolus alterniflorus
Sporobolus sp
Sporobolus spp
Sporobolus virginicus
Suaeda aegyptiaca
Suaeda australis
Suaeda depressa
Suaeda heterophylla
Suaeda maritima
Suaeda sp
Suaeda spp
Suaeda vera
Tamarix ramosissima
Tamarix sp
Tamarix spp
Tecticornia indica
Tecticornia sp
Tecticornia spp
Tetraena qatarense
Tetraena sp
Tetraena spp
Thalassobacillus devorans
Thalassobacillus sp
Thalassobacillus spp
Tripolium pannonicum
Tripolium sp
Tripolium spp
Vibrio costicola
Vibrio sp
Vibrio spp
Wallemia ichthyophaga
Wallemia sp
Wallemia spp
Rhizobium
Bradyrhizobium
Azotobacter
Azospirillum
Frankia
Nitrosomonas
Nitrobacter
bacillus subtilis
Pseudomonas
Streptomyces
Arthrobacter
Cellulomonas
Paenibacillus
Enterobacter
Serratia
Halomonas
Marinobacter
Salinibacter
Halobacillus
Alkalibacterium
Glomus
Rhizophagus
Claroideoglomus
Trichoderma
Aspergillus
Penicillium
Fusarium
Thaumarchaeota
Nitrososphaera
Nitrosopumilus
Thellungiella halophila
Arabidopsis
Bacillus
Brevibacterium
Planococcus
Zhihengliuella,
Halomonas
Exiguobacterium
Oceanimonas
Corynebacterium,
Arthrobacter
Micrococcu
Cakile maritima
Thellungiella
Thellungiella halophila
Prosopis strombulifera
Kochia sieversiana
Sesbania cannabina
Kosteletzkya virginica
Pseudomonas
